"kingdom","phylum","class","order","family","genus","species","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","uncultured bacterium",1,12047,4,13475,15898,26,280,31,4,4,7,3859,2978,8189,6,3,10881,7358,2228,1594,3,8634,3423,26,4457,2,3,4,0,1152
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Others",421,17,152,1,21,29,108,1084,11,52,47,959,29,99,148,49,64,139,16,1,34,43,28,3,160,2,18,105,37,58
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","uncultured bacterium",29,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,21
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","uncultured","uncultured bacterium","uncultured bacterium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1","Others",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas","uncultured bacterium",7,0,3,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225","uncultured bacterium",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Others",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","Others",0,1,0,0,0,1,0,0,0,0,0,14,0,0,1,1,0,5,0,0,0,0,0,0,2,2,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea","Others",0,0,1,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,1
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Others",49,33,189,40,46,39,150,316,237,7,122,85,168,82,43,88,12,78,38,226,27,88,23,538,95,146,111,121,227,164
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group","uncultured bacterium",0,0,0,0,0,4,1,4,0,0,1,3,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","uncultured bacterium",0,4,0,80,1,0,3,6,2756,0,51,0,3,935,0,0,32,11,17,342,0,89,70,1,10,3,6958,0,5,250
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","uncultured","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium",0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter","Others",1,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Others","Others",0,0,0,17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,22,0,0,53,0,0,0,7,3,88
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","uncultured bacterium",0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Others","Others",0,0,0,139,2,553,0,1,1,145,1,1,0,0,0,0,242,0,271,0,2,0,0,0,0,44,0,0,0,162
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","Others",0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Ezakiella","uncultured bacterium",0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,14,0,2,0,1
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Others","Others",0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","uncultured bacterium",1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,7,5,2,0,1,0,1,1,3,1,0,3
"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","uncultured","uncultured bacterium",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,1,1
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] nodatum group","uncultured bacterium",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","Others",0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 3","uncultured bacterium",0,11,15,3,9,25,145,4,135,192,16,4,56,35,11,23,8,55,116,92,13,35,164,221,104,467,279,73,0,176
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","uncultured bacterium",50,11,5,2,19,12,64,12,7,42,36,15,18,88,8,24,5,2,17,2,0,27,23,8,10,2,15,4,23,19
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group","Others","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] brachy group","uncultured bacterium",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","uncultured bacterium",0,104,1,90,139,2,4,0,0,0,1,327,6,30,0,0,934,0,10,131,0,23,4,0,74,0,0,0,0,4
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium",0,0,0,0,0,11,1,1,10,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] xylanophilum group","uncultured bacterium",0,0,0,0,0,20,0,1,0,0,2,0,0,0,75,27,0,0,0,0,0,0,2,0,0,4,0,0,0,0
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","uncultured bacterium",0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","uncultured bacterium",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-008","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Others",42,52,0,5,91,14,0,24,64,2,68,490,107,986,323,8,2,35,41,0,256,23,13,2228,78,120,289,38,89,56
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","Others",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group","Others",0,0,1,1,0,2,5,0,0,0,0,4,0,0,3,2,0,1,0,1,0,2,3,0,3,1,1,4,2,2
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","uncultured bacterium",0,0,0,0,0,0,0,0,18,0,56,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group","uncultured bacterium","uncultured bacterium",0,0,0,0,0,2,1,2,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","Others",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Others",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Others",0,3068,0,2,0,0,0,5,1280,0,0,0,0,0,389,0,0,0,51,0,0,0,0,0,0,1,0,0,491,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Noviherbaspirillum","Others",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,1,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","DTU014","Others","Others","Others",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea","Others",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,1,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0
"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera","uncultured archaeon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","Others",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","Others",0,3,1,0,0,0,1,0,0,0,0,46,2,2,3,13,0,4,0,0,0,2,4,0,4,0,0,0,1,1
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","uncultured organism",162,13,89,13,44,3,47,98,41,0,11,53,196,104,2,38,20,57,154,516,0,35,22,590,52,37,409,89,89,50
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
"Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","uncultured","Others",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014","Others",0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0,246,0,0,0,0,0,0,164,0,1,0,2,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group","Others","Others",0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group","uncultured bacterium","uncultured bacterium",0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-004","uncultured bacterium",0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella","uncultured bacterium",0,0,0,0,0,0,0,0,8,0,0,0,0,4,8,0,38,5,0,0,0,0,0,0,8,9,0,0,0,0
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus salivarius",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","uncultured bacterium","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,3,1,0,0,2
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Others",0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Others",0,14,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,36,0,0,1,0,0,142,0,0,99,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Others","Others",0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,17,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ventriosum group","uncultured bacterium",0,0,0,0,1,0,0,1,0,0,0,76,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Others","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","Others",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,2,0,0,0,0,2,0,0,0,0,1
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] eligens group","uncultured bacterium",0,1,90,19,0,4,84,2,48,191,2,0,26,3,31,13,0,122,4,41,0,290,109,3,60,31,0,0,15,29
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Others",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","uncultured bacterium",0,19,0,4,0,0,0,2,858,4,3,0,2,1085,0,0,111,0,7,3930,1,7,3,0,24,0,7,2,0,668
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","Others",0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014","Others",0,0,0,0,0,0,67,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum","Others",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Others",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 6","Others",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","uncultured bacterium",0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ventriosum group","uncultured bacterium",0,16,10,0,8,1,19,431,19,33,185,0,227,377,1775,10,1,235,3,17,55,122,285,117,143,0,32,427,57,99
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pygmaiobacter","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","uncultured","uncultured bacterium","uncultured bacterium",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Family XIII AD3011 group","Others",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","Others","Others",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","uncultured bacterium",0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","uncultured bacterium",0,716,696,286,239,263,60,1003,1414,823,420,190,2077,441,1198,353,245,1156,837,162,112,953,1508,3981,920,996,40,1634,10,1949
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","uncultured bacterium",0,2,0,65,951,1,717,1,0,0,0,0,22,0,0,0,1662,0,33,5,0,0,0,0,0,337,0,0,0,190
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Others","Others",0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] brachy group","uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Others",5,5,3,0,1,19,65,18,21,5,9,42,20,7,29,11,0,6,25,14,28,9,39,22,15,58,17,19,16,17
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast","Cercis gigantea","Cercis gigantea","Cercis gigantea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea","uncultured bacterium",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
